"","id","listnum","category","item","rt","","","",""
"27","015-Wxp5TYig8","0","animali","poi","43864","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"28","015-Wxp5TYig8","0","animali","ci","43864","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"29","015-Wxp5TYig8","0","animali","sono","43864","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"30","015-Wxp5TYig8","0","animali","quelli","43864","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"31","015-Wxp5TYig8","0","animali","della","43864","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"32","015-Wxp5TYig8","0","animali","savana","43864","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"33","015-Wxp5TYig8","0","animali","ma","43864","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"34","015-Wxp5TYig8","0","animali","anche","43864","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"35","015-Wxp5TYig8","0","animali","giraffa","43864","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"36","015-Wxp5TYig8","0","animali","leone","46935","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"37","015-Wxp5TYig8","0","animali","ippopotamo","50513","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"38","015-Wxp5TYig8","0","animali","canguro","53216","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"39","015-Wxp5TYig8","0","animali","elefante","59621","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"40","015-Wxp5TYig8","1","frutta","gira","61271","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"41","015-Wxp5TYig8","1","frutta","a","3155","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"42","015-Wxp5TYig8","1","frutta","frutta","3155","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"43","015-Wxp5TYig8","1","frutta","frutta","3155","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"44","015-Wxp5TYig8","1","frutta","banana","5787","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"45","015-Wxp5TYig8","1","frutta","arancia","5787","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"46","015-Wxp5TYig8","1","frutta","kiwi","8792","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"47","015-Wxp5TYig8","1","frutta","noci","12992","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"48","015-Wxp5TYig8","1","frutta","ananas","17420","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"49","015-Wxp5TYig8","1","frutta","melograno","21807","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"50","015-Wxp5TYig8","1","frutta","che","35907","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"51","015-Wxp5TYig8","1","frutta","altro","35907","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"52","015-Wxp5TYig8","1","frutta","fragole","35907","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"53","015-Wxp5TYig8","1","frutta","albicocche","35907","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"54","015-Wxp5TYig8","1","frutta","pesca","35907","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"55","015-Wxp5TYig8","1","frutta","vado","35907","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"56","015-Wxp5TYig8","1","frutta","per","35907","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"57","015-Wxp5TYig8","1","frutta","stagione","35907","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"58","015-Wxp5TYig8","1","frutta","prugne","44428","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"59","015-Wxp5TYig8","1","frutta","melone","47982","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"60","015-Wxp5TYig8","1","frutta","anguria","47982","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"61","015-Wxp5TYig8","1","frutta","mirtilli","51991","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"62","015-Wxp5TYig8","1","frutta","lamponi","55355","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"63","015-Wxp5TYig8","2","verdura","cavolfiore","6412","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"64","015-Wxp5TYig8","2","verdura","broccoli","6412","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"65","015-Wxp5TYig8","2","verdura","verza","6412","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:56.000000Z","T0","A"
"66","015-Wxp5TYig8","2","verdura","finocchi","6412","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"67","015-Wxp5TYig8","2","verdura","insalata","9858","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"68","015-Wxp5TYig8","2","verdura","radicchio","9858","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"69","015-Wxp5TYig8","2","verdura","patate","15838","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"70","015-Wxp5TYig8","2","verdura","melanzane","15838","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"71","015-Wxp5TYig8","2","verdura","cetrioli","15838","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"72","015-Wxp5TYig8","2","verdura","pomodori","15838","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"73","015-Wxp5TYig8","2","verdura","zucchine","22796","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"74","015-Wxp5TYig8","2","verdura","zucca","22796","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"75","015-Wxp5TYig8","2","verdura","have","27850","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"76","015-Wxp5TYig8","2","verdura","fagioli","27850","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"77","015-Wxp5TYig8","2","verdura","no","31990","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"78","015-Wxp5TYig8","2","verdura","questi","31990","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"79","015-Wxp5TYig8","2","verdura","sono","31990","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"80","015-Wxp5TYig8","2","verdura","legumi","31990","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"81","015-Wxp5TYig8","2","verdura","cipolla","54247","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"82","015-Wxp5TYig8","2","verdura","pori","60305","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"83","015-Wxp5TYig8","3","animali","allora","4796","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"84","015-Wxp5TYig8","3","animali","mucca","9517","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"85","015-Wxp5TYig8","3","animali","pecora","9517","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"86","015-Wxp5TYig8","3","animali","cavallo","9517","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"87","015-Wxp5TYig8","3","animali","gallo","11692","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"88","015-Wxp5TYig8","3","animali","maiale","15839","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:57.000000Z","T0","A"
"89","015-Wxp5TYig8","3","animali","giraffa","29444","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:58.000000Z","T0","A"
"90","015-Wxp5TYig8","3","animali","elefante","29444","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:58.000000Z","T0","A"
"91","015-Wxp5TYig8","3","animali","scimmia","33048","2024-12-18T10:24:13.000000Z","2025-10-14T14:37:58.000000Z","T0","A"
"92","015-Wxp5TYig8","3","animali","ippopotamo","33048","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"93","015-Wxp5TYig8","3","animali","leone","38733","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"94","015-Wxp5TYig8","3","animali","tigre","38733","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"95","015-Wxp5TYig8","4","frutta","banana","5819","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"96","015-Wxp5TYig8","4","frutta","arancia","5819","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"97","015-Wxp5TYig8","4","frutta","kiwi","5819","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"98","015-Wxp5TYig8","4","frutta","fragole","7485","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"99","015-Wxp5TYig8","4","frutta","mirtilli","11474","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"100","015-Wxp5TYig8","4","frutta","lamponi","11474","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"101","015-Wxp5TYig8","4","frutta","melone","17241","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"102","015-Wxp5TYig8","4","frutta","anguria","17241","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"103","015-Wxp5TYig8","4","frutta","noci","23672","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"104","015-Wxp5TYig8","4","frutta","prugne","26030","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"105","015-Wxp5TYig8","4","frutta","melograno","42436","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"106","015-Wxp5TYig8","4","frutta","cachi","45221","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"107","015-Wxp5TYig8","4","frutta","ananas","48605","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"108","015-Wxp5TYig8","5","verdura","zucchine","2944","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"109","015-Wxp5TYig8","5","verdura","cetrioli","8691","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"110","015-Wxp5TYig8","5","verdura","pomodori","8691","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"111","015-Wxp5TYig8","5","verdura","verza","8691","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"112","015-Wxp5TYig8","5","verdura","cavolfiore","13540","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"113","015-Wxp5TYig8","5","verdura","radicchio","17829","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"114","015-Wxp5TYig8","5","verdura","insalata","17829","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"115","015-Wxp5TYig8","5","verdura","carote","17829","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"116","015-Wxp5TYig8","5","verdura","cipolla","24625","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"117","015-Wxp5TYig8","5","verdura","fagiolini","28263","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"118","015-Wxp5TYig8","5","verdura","ceci","33339","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"119","015-Wxp5TYig8","5","verdura","solletico","49136","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"120","015-Wxp5TYig8","5","verdura","minestrone","49136","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"121","015-Wxp5TYig8","5","verdura","l'ho","49136","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"122","015-Wxp5TYig8","5","verdura","fregata","49136","2024-12-18T10:24:13.000000Z","2024-12-18T10:24:13.000000Z","T0","A"
"495","MF-YOtfJxdNv","0","animali","cane","10012","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"496","MF-YOtfJxdNv","0","animali","gatto","10012","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"497","MF-YOtfJxdNv","0","animali","uccello","10012","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"498","MF-YOtfJxdNv","0","animali","pavone","10012","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"499","MF-YOtfJxdNv","0","animali","lupo","10012","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"500","MF-YOtfJxdNv","0","animali","cerbiatto","10012","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"501","MF-YOtfJxdNv","0","animali","maiale","33482","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"502","MF-YOtfJxdNv","0","animali","asino","33482","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"503","MF-YOtfJxdNv","0","animali","cavallo","33482","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"504","MF-YOtfJxdNv","0","animali","pulcino","37360","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"505","MF-YOtfJxdNv","0","animali","gallina","37360","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"506","MF-YOtfJxdNv","0","animali","gallo","37360","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"507","MF-YOtfJxdNv","0","animali","pavone","40000","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"508","MF-YOtfJxdNv","0","animali","palena","50858","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"509","MF-YOtfJxdNv","0","animali","pitone","57472","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"510","MF-YOtfJxdNv","1","frutta","fragole","12774","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"511","MF-YOtfJxdNv","1","frutta","kiwi","12774","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"512","MF-YOtfJxdNv","1","frutta","melone","21214","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"513","MF-YOtfJxdNv","1","frutta","papaya","21214","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"514","MF-YOtfJxdNv","1","frutta","ciliegie","43293","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"515","MF-YOtfJxdNv","1","frutta","castagne","54564","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"516","MF-YOtfJxdNv","2","verdura","lattuga","8411","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"517","MF-YOtfJxdNv","2","verdura","copertone","8411","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"518","MF-YOtfJxdNv","2","verdura","belga","8411","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"519","MF-YOtfJxdNv","2","verdura","finocchi","8411","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"520","MF-YOtfJxdNv","2","verdura","cetrioli","8411","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"521","MF-YOtfJxdNv","2","verdura","pomodori","8411","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"522","MF-YOtfJxdNv","2","verdura","sedano","17255","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"523","MF-YOtfJxdNv","2","verdura","carote","22064","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"524","MF-YOtfJxdNv","2","verdura","melanzane","27109","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"525","MF-YOtfJxdNv","2","verdura","e","27109","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"526","MF-YOtfJxdNv","2","verdura","zucchine","27109","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"527","MF-YOtfJxdNv","2","verdura","peperoni","29607","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"528","MF-YOtfJxdNv","2","verdura","patate","33100","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"529","MF-YOtfJxdNv","2","verdura","bietole","44907","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"530","MF-YOtfJxdNv","2","verdura","rucola","52591","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"531","MF-YOtfJxdNv","2","verdura","cipolla","59396","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"532","MF-YOtfJxdNv","5","verdura","ascolti","30085","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"533","MF-YOtfJxdNv","5","verdura","va","30085","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"534","MF-YOtfJxdNv","5","verdura","bene","30085","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"535","MF-YOtfJxdNv","5","verdura","una","30085","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"536","MF-YOtfJxdNv","5","verdura","ogni","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"537","MF-YOtfJxdNv","5","verdura","tanto","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"538","MF-YOtfJxdNv","5","verdura","sentirsi","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"539","MF-YOtfJxdNv","5","verdura","facilmente","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"540","MF-YOtfJxdNv","5","verdura","infastidito","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"541","MF-YOtfJxdNv","5","verdura","la","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"542","MF-YOtfJxdNv","5","verdura","rabbia","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"543","MF-YOtfJxdNv","5","verdura","per","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"544","MF-YOtfJxdNv","5","verdura","il","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"545","MF-YOtfJxdNv","5","verdura","canto","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"546","MF-YOtfJxdNv","5","verdura","dolore","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"547","MF-YOtfJxdNv","5","verdura","ancora","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"548","MF-YOtfJxdNv","5","verdura","al","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"549","MF-YOtfJxdNv","5","verdura","petto","55930","2025-01-20T15:45:35.000000Z","2025-01-20T15:45:35.000000Z","T0","A"
"550","PL-I775dRZdA","0","animali","cavallo","18336","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"551","PL-I775dRZdA","0","animali","tartaruga","18336","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"552","PL-I775dRZdA","0","animali","anatra","25934","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"553","PL-I775dRZdA","0","animali","oca","25934","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"554","PL-I775dRZdA","0","animali","gallina","25934","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"555","PL-I775dRZdA","0","animali","lumaca","40075","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"556","PL-I775dRZdA","0","animali","gatto","51754","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"557","PL-I775dRZdA","0","animali","leone","58585","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"558","PL-I775dRZdA","1","frutta","scorpione","61209","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"559","PL-I775dRZdA","1","frutta","mandarini","24903","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"560","PL-I775dRZdA","1","frutta","ananas","40853","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"561","PL-I775dRZdA","1","frutta","limone","49010","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"562","PL-I775dRZdA","1","frutta","mela","55267","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"563","PL-I775dRZdA","2","verdura","zucchine","7800","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"564","PL-I775dRZdA","2","verdura","bietole","7800","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"565","PL-I775dRZdA","2","verdura","melanzane","14604","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"566","PL-I775dRZdA","2","verdura","peperoni","14604","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"567","PL-I775dRZdA","2","verdura","broccoletti","21667","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"568","PL-I775dRZdA","2","verdura","di","21667","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"569","PL-I775dRZdA","2","verdura","bruxelles","21667","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"570","PL-I775dRZdA","2","verdura","la","31477","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"571","PL-I775dRZdA","2","verdura","lattuga","31477","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"572","PL-I775dRZdA","2","verdura","la","31477","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"573","PL-I775dRZdA","2","verdura","belga","31477","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"574","PL-I775dRZdA","3","animali","the","4974","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
"575","PL-I775dRZdA","3","animali","canegrate","4974","2025-01-21T15:40:23.000000Z","2025-01-21T15:40:23.000000Z","T0","A"
