"id","listnum","category","item","rt"
"B10-gVKbNaY6G","4","frutta","di","12528"
"B10-gVKbNaY6G","4","frutta","cocco","12528"
"B10-gVKbNaY6G","4","frutta","pesca","15990"
"B10-gVKbNaY6G","4","frutta","albicocca","19637"
"B10-gVKbNaY6G","4","frutta","susina","19637"
"B10-gVKbNaY6G","4","frutta","melone","22321"
"B10-gVKbNaY6G","4","frutta","anguria","24440"
"B10-gVKbNaY6G","4","frutta","uva","42614"
"B10-gVKbNaY6G","4","frutta","fragola","56297"
"B10-gVKbNaY6G","4","frutta","ciliegia","58690"
"B10-gVKbNaY6G","5","verdura","peperone","5773"
"B10-gVKbNaY6G","5","verdura","melanzana","5773"
"B10-gVKbNaY6G","5","verdura","zucchina","8150"
"B10-gVKbNaY6G","5","verdura","cavoletti","11614"
"B10-gVKbNaY6G","5","verdura","di","11614"
"B10-gVKbNaY6G","5","verdura","bruxelles","11614"
"B10-gVKbNaY6G","5","verdura","cavolfiore","14582"
"B10-gVKbNaY6G","5","verdura","cavolo","19441"
"B10-gVKbNaY6G","5","verdura","cappuccio","19441"
"B10-gVKbNaY6G","5","verdura","cavolo","19441"
"B10-gVKbNaY6G","5","verdura","verza","19441"
"B10-gVKbNaY6G","5","verdura","mo","21113"
"B10-gVKbNaY6G","5","verdura","esco","21113"
"B10-gVKbNaY6G","5","verdura","lattuga","37375"
"B10-gVKbNaY6G","5","verdura","cicoria","41291"
"B10-gVKbNaY6G","5","verdura","rucola","41291"
"B10-gVKbNaY6G","5","verdura","iceberg","45252"
"B10-gVKbNaY6G","5","verdura","bietola","56348"
"B10-gVKbNaY6G","5","verdura","cetriolo","58733"
"MP-Z1fUZb7tt","0","animali","tutti","8211"
"MP-Z1fUZb7tt","0","animali","i","8211"
"MP-Z1fUZb7tt","0","animali","tipi","8211"
"MP-Z1fUZb7tt","0","animali","di","8211"
"MP-Z1fUZb7tt","0","animali","animali","8211"
"MP-Z1fUZb7tt","0","animali","cavallo","12776"
"MP-Z1fUZb7tt","0","animali","maiale","12776"
"MP-Z1fUZb7tt","0","animali","asino","12776"
"MP-Z1fUZb7tt","0","animali","dopo","20208"
"MP-Z1fUZb7tt","0","animali","piccioni","38846"
"MP-Z1fUZb7tt","0","animali","vernici","46442"
"MP-Z1fUZb7tt","0","animali","tortore","46442"
"MP-Z1fUZb7tt","0","animali","passeri","46442"
"MP-Z1fUZb7tt","0","animali","cigni","53638"
"MP-Z1fUZb7tt","0","animali","e","53638"
"MP-Z1fUZb7tt","0","animali","basta","53638"
"MP-Z1fUZb7tt","0","animali","con","53638"
"MP-Z1fUZb7tt","0","animali","la","53638"
"MP-Z1fUZb7tt","1","frutta","allora","8255"
"MP-Z1fUZb7tt","1","frutta","arance","8255"
"MP-Z1fUZb7tt","1","frutta","mandarini","8255"
"MP-Z1fUZb7tt","1","frutta","limoni","8255"
"MP-Z1fUZb7tt","1","frutta","nespole","8255"
"MP-Z1fUZb7tt","1","frutta","fichi","8255"
"MP-Z1fUZb7tt","1","frutta","melo","10700"
"MP-Z1fUZb7tt","1","frutta","mele","15758"
"MP-Z1fUZb7tt","1","frutta","pere","15758"
"MP-Z1fUZb7tt","1","frutta","melagrana","35597"
"MP-Z1fUZb7tt","1","frutta","mandarini","49224"
"MP-Z1fUZb7tt","1","frutta","lauretta","49224"
"MP-Z1fUZb7tt","1","frutta","vendesi","55236"
"MP-Z1fUZb7tt","1","frutta","secco","55236"
"MP-Z1fUZb7tt","2","verdura","allora","3058"
"MP-Z1fUZb7tt","2","verdura","bietole","6984"
"MP-Z1fUZb7tt","2","verdura","sedano","16332"
"MP-Z1fUZb7tt","2","verdura","finocchi","16332"
"MP-Z1fUZb7tt","2","verdura","patate","32071"
"MP-Z1fUZb7tt","2","verdura","cipolle","32071"
"MP-Z1fUZb7tt","2","verdura","prezzemolo","32071"
"MP-Z1fUZb7tt","2","verdura","siamo","36531"
"MP-Z1fUZb7tt","2","verdura","ancora","36531"
"MP-Z1fUZb7tt","2","verdura","25","36531"
"MP-Z1fUZb7tt","2","verdura","minuti","36531"
"MP-Z1fUZb7tt","3","animali","semi","61233"
"MP-Z1fUZb7tt","3","animali","allora","7220"
"MP-Z1fUZb7tt","3","animali","cavallo","7220"
"MP-Z1fUZb7tt","3","animali","asino","7220"
"MP-Z1fUZb7tt","3","animali","galline","7220"
"MP-Z1fUZb7tt","3","animali","ok","7220"
"MP-Z1fUZb7tt","3","animali","coccodrilli","23200"
"MP-Z1fUZb7tt","3","animali","bisce","23200"
"MP-Z1fUZb7tt","3","animali","serpenti","23200"
"MP-Z1fUZb7tt","3","animali","tartarughe","47373"
"MP-Z1fUZb7tt","4","frutta","limone","33431"
"MP-Z1fUZb7tt","5","verdura","pomodori","61199"
"MP-Z1fUZb7tt","5","verdura","eccetera","61199"
"PNRR-CA-ED-rixI7hHV3","0","animali","cavallo,","6385"
"PNRR-CA-ED-rixI7hHV3","0","animali","asino,","6385"
"PNRR-CA-ED-rixI7hHV3","0","animali","muro.","6385"
"PNRR-CA-ED-rixI7hHV3","0","animali","caprone.","8642"
"PNRR-CA-ED-rixI7hHV3","0","animali","ma","12256"
"PNRR-CA-ED-rixI7hHV3","0","animali","il","12256"
"PNRR-CA-ED-rixI7hHV3","0","animali","montone?","12256"
"PNRR-CA-ED-rixI7hHV3","0","animali","e","14652"
"PNRR-CA-ED-rixI7hHV3","0","animali","l'asino?","14652"
"PNRR-CA-ED-rixI7hHV3","0","animali","il","18305"
"PNRR-CA-ED-rixI7hHV3","0","animali","cavallo.","18305"
"PNRR-CA-ED-rixI7hHV3","0","animali","formica?","23166"
"PNRR-CA-ED-rixI7hHV3","0","animali","anche","23166"
"PNRR-CA-ED-rixI7hHV3","0","animali","quello","23166"
"PNRR-CA-ED-rixI7hHV3","0","animali","possiamo","23166"
"PNRR-CA-ED-rixI7hHV3","0","animali","indicarla?","23166"
"PNRR-CA-ED-rixI7hHV3","0","animali","sì,","23166"
"PNRR-CA-ED-rixI7hHV3","0","animali","sì,","23166"
"PNRR-CA-ED-rixI7hHV3","0","animali","proprio","23166"
"PNRR-CA-ED-rixI7hHV3","0","animali","le","23166"
"PNRR-CA-ED-rixI7hHV3","0","animali","mosche.","23166"
"PNRR-CA-ED-rixI7hHV3","0","animali","la.","26175"
"PNRR-CA-ED-rixI7hHV3","0","animali","eh,","32224"
"PNRR-CA-ED-rixI7hHV3","0","animali","il","32224"
"PNRR-CA-ED-rixI7hHV3","0","animali","ragazzo,","32224"
"PNRR-CA-ED-rixI7hHV3","0","animali","andiamo","32224"
"PNRR-CA-ED-rixI7hHV3","0","animali","sulle","32224"
"PNRR-CA-ED-rixI7hHV3","0","animali","celle.","32224"
"PNRR-CA-ED-rixI7hHV3","0","animali","cornacchia,","38891"
"PNRR-CA-ED-rixI7hHV3","0","animali","corvo.","38891"
"PNRR-CA-ED-rixI7hHV3","0","animali","lepre.","46914"
"PNRR-CA-ED-rixI7hHV3","0","animali","volpe.","49319"
"PNRR-CA-ED-rixI7hHV3","0","animali","cane","51918"
"PNRR-CA-ED-rixI7hHV3","0","animali","gatto.","51918"
"PNRR-CA-ED-rixI7hHV3","0","animali","lucertola.","55765"
"PNRR-CA-ED-rixI7hHV3","0","animali","coccodrillo.","60397"
"PNRR-CA-ED-rixI7hHV3","1","frutta","mela,","6026"
"PNRR-CA-ED-rixI7hHV3","1","frutta","pera,","6026"
"PNRR-CA-ED-rixI7hHV3","1","frutta","banana.","6026"
"PNRR-CA-ED-rixI7hHV3","1","frutta","qui","13643"
"PNRR-CA-ED-rixI7hHV3","1","frutta","mango.","13643"
"PNRR-CA-ED-rixI7hHV3","1","frutta","a","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","me","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","l'hanno","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","già","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","detto","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","sì,","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","pera","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","se","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","non","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","l'ho","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","detta","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","la","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","diciamo","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","adesso.","22393"
"PNRR-CA-ED-rixI7hHV3","1","frutta","albicocca.","31854"
"PNRR-CA-ED-rixI7hHV3","1","frutta","per.","34468"
"PNRR-CA-ED-rixI7hHV3","1","frutta","mirtilli.","44737"
"PNRR-CA-ED-rixI7hHV3","1","frutta","sì,","50190"
"PNRR-CA-ED-rixI7hHV3","1","frutta","frutta","50190"
"PNRR-CA-ED-rixI7hHV3","1","frutta","però,","50190"
"PNRR-CA-ED-rixI7hHV3","1","frutta","eh?","50190"
"PNRR-CA-ED-rixI7hHV3","2","verdura","no,","61502"
"PNRR-CA-ED-rixI7hHV3","2","verdura","mi","61502"
"PNRR-CA-ED-rixI7hHV3","2","verdura","sono","61502"
"PNRR-CA-ED-rixI7hHV3","2","verdura","fissato","61502"
"PNRR-CA-ED-rixI7hHV3","2","verdura","con","61502"
"PNRR-CA-ED-rixI7hHV3","2","verdura","una","61502"
"PNRR-CA-ED-rixI7hHV3","2","verdura","non","61502"
"PNRR-CA-ED-rixI7hHV3","2","verdura","esce.","61502"
"PNRR-CA-ED-rixI7hHV3","2","verdura","la","4032"
"PNRR-CA-ED-rixI7hHV3","2","verdura","tuga.","4032"
"PNRR-CA-ED-rixI7hHV3","2","verdura","si","14434"
"PNRR-CA-ED-rixI7hHV3","2","verdura","è","14434"
"PNRR-CA-ED-rixI7hHV3","2","verdura","bloccato","14434"
"PNRR-CA-ED-rixI7hHV3","2","verdura","ragazzo.","14434"
"PNRR-CA-ED-rixI7hHV3","2","verdura","carota.","16826"
"PNRR-CA-ED-rixI7hHV3","2","verdura","la","54516"
"PNRR-CA-ED-rixI7hHV3","2","verdura","fissa","54516"
"PNRR-CA-ED-rixI7hHV3","2","verdura","di","54516"
"PNRR-CA-ED-rixI7hHV3","2","verdura","uno","54516"
"PNRR-CA-ED-rixI7hHV3","2","verdura","che","54516"
"PNRR-CA-ED-rixI7hHV3","2","verdura","non","54516"
"PNRR-CA-ED-rixI7hHV3","2","verdura","viene","54516"
"PNRR-CA-ED-rixI7hHV3","2","verdura","fuori.","54516"
"PNRR-CA-ED-rixI7hHV3","2","verdura","insisto.","59662"
"PNRR-CA-ED-rixI7hHV3","3","animali","ed","61255"
"PNRR-CA-ED-rixI7hHV3","3","animali","è.","61255"
"PNRR-CA-ED-rixI7hHV3","3","animali","aspetti","4030"
"PNRR-CA-ED-rixI7hHV3","3","animali","che","4030"
"PNRR-CA-ED-rixI7hHV3","3","animali","prima","4030"
"PNRR-CA-ED-rixI7hHV3","3","animali","la","4030"
"PNRR-CA-ED-rixI7hHV3","3","animali","la","4030"
"PNRR-CA-ED-rixI7hHV3","3","animali","che","4030"
"PNRR-CA-ED-rixI7hHV3","3","animali","la","4030"
"PNRR-CA-ED-rixI7hHV3","3","animali","broglio","4030"
"PNRR-CA-ED-rixI7hHV3","3","animali","prima.","4030"
"PNRR-CA-ED-rixI7hHV3","3","animali","guardarne","11481"
"PNRR-CA-ED-rixI7hHV3","3","animali","una","11481"
"PNRR-CA-ED-rixI7hHV3","3","animali","benedetta","11481"
"PNRR-CA-ED-rixI7hHV3","3","animali","la","11481"
"PNRR-CA-ED-rixI7hHV3","3","animali","lattuga,","11481"
"PNRR-CA-ED-rixI7hHV3","3","animali","accidenti.","11481"
"PNRR-CA-ED-rixI7hHV3","3","animali","con","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","gli","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","animali","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","tanto","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","dai,","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","va","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","bene","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","dai","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","forza,","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","allora","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","abbiamo","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","detto","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","cavallo,","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","asino,","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","****","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","e","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","gatto","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","cane","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","lucertola.","23024"
"PNRR-CA-ED-rixI7hHV3","3","animali","pecora,","31271"
"PNRR-CA-ED-rixI7hHV3","3","animali","montone.","31271"
"PNRR-CA-ED-rixI7hHV3","3","animali","caprone.","39502"
"PNRR-CA-ED-rixI7hHV3","3","animali","mosca.","43930"
"PNRR-CA-ED-rixI7hHV3","3","animali","pidocchi.","49169"
"PNRR-CA-ED-rixI7hHV3","3","animali","era","51553"
"PNRR-CA-ED-rixI7hHV3","3","animali","un","51553"
"PNRR-CA-ED-rixI7hHV3","3","animali","bell'esempio.","51553"
"PNRR-CA-ED-rixI7hHV3","4","frutta","allora","4034"
"PNRR-CA-ED-rixI7hHV3","4","frutta","arancio","4034"
"PNRR-CA-ED-rixI7hHV3","4","frutta","per.","4034"
"PNRR-CA-ED-rixI7hHV3","4","frutta","allora?","6229"
"PNRR-CA-ED-rixI7hHV3","4","frutta","mango.","20713"
"PNRR-CA-ED-rixI7hHV3","4","frutta","chi?","50534"
"PNRR-CA-ED-rixI7hHV3","4","frutta","c'è","56367"
"PNRR-CA-ED-rixI7hHV3","4","frutta","ancora","56367"
"PNRR-CA-ED-rixI7hHV3","4","frutta","tempo.","56367"
"PNRR-CA-ED-rixI7hHV3","5","verdura","metti.","13866"
"PNRR-CA-ED-rixI7hHV3","5","verdura","aspettaci.","31027"
"PNRR-CA-ED-rixI7hHV3","5","verdura","le","42519"
"PNRR-CA-ED-rixI7hHV3","5","verdura","cose","42519"
"PNRR-CA-ED-rixI7hHV3","5","verdura","c'è","42519"
"PNRR-CA-ED-rixI7hHV3","5","verdura","l'ho","42519"
"PNRR-CA-ED-rixI7hHV3","5","verdura","davanti,","42519"
"PNRR-CA-ED-rixI7hHV3","5","verdura","ma","42519"
"PNRR-CA-ED-rixI7hHV3","5","verdura","non","42519"
"PNRR-CA-ED-rixI7hHV3","5","verdura","glielo","42519"
"PNRR-CA-ED-rixI7hHV3","5","verdura","so","42519"
"PNRR-CA-ED-rixI7hHV3","5","verdura","dire.","42519"
"PNRR-CA-FM-opQYDF3T5","0","animali","tigre","8103"
"PNRR-CA-FM-opQYDF3T5","0","animali","leone","8103"
"PNRR-CA-FM-opQYDF3T5","0","animali","gatto","15905"
"PNRR-CA-FM-opQYDF3T5","0","animali","ghepardo","15905"
"PNRR-CA-FM-opQYDF3T5","0","animali","leopardo","15905"
"PNRR-CA-FM-opQYDF3T5","0","animali","lince","18764"
"PNRR-CA-FM-opQYDF3T5","0","animali","balena","56346"
"PNRR-CA-FM-opQYDF3T5","0","animali","delfino","56346"
"PNRR-CA-FM-opQYDF3T5","1","frutta","capodoglio","61235"
"PNRR-CA-FM-opQYDF3T5","1","frutta","a","2802"
"PNRR-CA-FM-opQYDF3T5","1","frutta","fragole","13028"
"PNRR-CA-FM-opQYDF3T5","1","frutta","kiwi","13028"
"PNRR-CA-FM-opQYDF3T5","1","frutta","ciliegia","21901"
"PNRR-CA-FM-opQYDF3T5","1","frutta","melone","21901"
"PNRR-CA-FM-opQYDF3T5","1","frutta","anguria","21901"
"PNRR-CA-FM-opQYDF3T5","1","frutta","pera","21901"
"PNRR-CA-FM-opQYDF3T5","2","verdura","prezzemolo","11801"
"PNRR-CA-FM-opQYDF3T5","2","verdura","cipolla","11801"
"PNRR-CA-FM-opQYDF3T5","2","verdura","aglio","11801"
"PNRR-CA-FM-opQYDF3T5","2","verdura","lattuga","16285"
"PNRR-CA-FM-opQYDF3T5","2","verdura","iceberg","22268"
"PNRR-CA-FM-opQYDF3T5","2","verdura","bietola","25246"
"PNRR-CA-FM-opQYDF3T5","2","verdura","carota","33041"
"PNRR-CA-FM-opQYDF3T5","2","verdura","pomodori","52667"
"PNRR-CA-FM-opQYDF3T5","2","verdura","belga","58472"
"PNRR-CA-FM-opQYDF3T5","3","animali","tigre","5478"
"PNRR-CA-FM-opQYDF3T5","3","animali","gatto","8148"
"PNRR-CA-FM-opQYDF3T5","3","animali","cane","13670"
"PNRR-CA-FM-opQYDF3T5","3","animali","leone","18326"
"PNRR-CA-FM-opQYDF3T5","3","animali","gattopardo","19995"
