solanaceae,patatanovella,primavera-estate
solanaceae,patataviola,primavera-estate
solanaceae,melanzana,estate
solanaceae,melanzanatonda,estate
solanaceae,melanzanalunga,estate
solanaceae,melanzanabianca,estate
solanaceae,peperone,estate
solanaceae,peperonerosso,estate
solanaceae,peperonegiallo,estate
solanaceae,peperoneverde,estate
solanaceae,peperoncinopiccante,estate
		
amaryllidaceae,cipollaegiziana,primavera-estate		
apiaceae,pastinaca,autunno-inverno		
apiaceae,coriandolo,primavera-estate		
asteraceae,scorzobianca,autunno-inverno		
asteraceae,grespino,primavera-estate		
brassicaceae,bokchoy,autunno-inverno		
brassicaceae,cavolodinapa,autunno-inverno		
chenopodiaceae,spinacidimalabar,estate		
cucurbitaceae,meloneinvernale,autunno-inverno		
fabaceae,fagiolinoverde,estate-autunno		
fabaceae,edamame,estate		
lamiaceae,shiso,estate		
poaceae,maisdolce,estate		
solanaceae,tomatillo,estate		
solanaceae,pepino,estate		
